observation_date,USD,EUR,JPY,GBP,CHF,AUD
2002-04-30,0.0187,0.0340690476190476,0.001,0.0417319,0.0146064661904762,0.045899999999999996
2002-05-31,0.0182,0.034671363636363604,0.0008,0.041537,0.011634938999999995,0.0484
2002-06-30,0.0181,0.03464,0.000899999999999999,0.0417758,0.0114959405,0.0507
2002-07-31,0.0179,0.0341,0.000899999999999999,0.04060539999999999,0.0100306152173913,0.049800000000000004
2002-08-31,0.0173,0.0335190909090909,0.0007000000000000001,0.0398654,0.00668342047619048,0.0496
2002-09-30,0.0176,0.0331014285714286,0.0008,0.0398872,0.00612999095238095,0.0492
2002-10-31,0.0173,0.032612608695652204,0.0008,0.0396401,0.00627853739130435,0.049
2002-11-30,0.0139,0.0312414285714286,0.0008,0.039714200000000005,0.005924978571428569,0.0484
2002-12-31,0.0134,0.029410500000000003,0.001,0.0401777,0.0054338995000000005,0.0483
2003-01-31,0.0129,0.028318181818181798,0.001,0.0398263,0.00508735476190476,0.048
2003-02-28,0.0127,0.026874500000000003,0.000899999999999999,0.0375425,0.0048923735,0.0475
2003-03-31,0.0123,0.0252995238095238,0.0008,0.0365503,0.0023319371428571403,0.047599999999999996
2003-04-30,0.0124,0.0253335,0.0008,0.0364598,0.001737808999999999,0.0479
2003-05-31,0.012199999999999999,0.024005238095238093,0.0008,0.03632519999999999,0.001585084999999999,0.0478
2003-06-30,0.0104,0.0215185714285714,0.000899999999999999,0.0363966,0.0015839464999999988,0.0467
2003-07-31,0.0105,0.0213004347826087,0.000899999999999999,0.0349022,0.0016359952173913,0.0472
2003-08-31,0.0108,0.021404285714285702,0.000899999999999999,0.0352249,0.0015086669999999991,0.0482
2003-09-30,0.0108,0.021473181818181798,0.000899999999999999,0.036967,0.00138722590909091,0.049100000000000005
2003-10-31,0.011000000000000001,0.021435652173912998,0.000899999999999999,0.0380338,0.001291310434782609,0.049699999999999994
2003-11-30,0.0111,0.021590500000000002,0.0008,0.0398043,0.0014283224999999992,0.053099999999999994
2003-12-31,0.011000000000000001,0.0214633333333333,0.001,0.040186400000000004,0.001368285714285709,0.0547
2004-01-31,0.0106,0.0208947619047619,0.000899999999999999,0.0405531,0.001284938999999999,0.0555
2004-02-29,0.0105,0.020705499999999998,0.000899999999999999,0.041665400000000005,0.0014803445000000001,0.0557
2004-03-31,0.0105,0.020288260869565197,0.0008,0.0429673,0.0015829404347826078,0.055099999999999996
2004-04-30,0.0108,0.020487500000000002,0.0008,0.043947200000000006,0.0018674945,0.0554
2004-05-31,0.012,0.020858571428571403,0.0008,0.0452872,0.001823533684210529,0.055099999999999996
2004-06-30,0.0146,0.021126818181818205,0.000899999999999999,0.0478974,0.0032846404545454487,0.054900000000000004
2004-07-31,0.015700000000000002,0.0211604545454546,0.000899999999999999,0.0485702,0.004224013636363638,0.0546
2004-08-31,0.0168,0.0211427272727273,0.000899999999999999,0.049628399999999996,0.00471912181818182,0.054400000000000004
2004-09-30,0.018600000000000002,0.021185909090909096,0.000899999999999999,0.049469000000000006,0.005843776818181819,0.0542
2004-10-31,0.0204,0.021473333333333296,0.000899999999999999,0.0490071,0.00620791047619048,0.0541
2004-11-30,0.0226,0.021703181818181795,0.000899999999999999,0.0488359,0.00648511,0.054299999999999994
2004-12-31,0.0245,0.021731739130434802,0.001,0.048710300000000005,0.006493468636363639,0.0541
2005-01-31,0.026099999999999998,0.0214542857142857,0.001,0.04873160000000001,0.0065106923809523775,0.0542
2005-02-28,0.0277,0.0213835,0.001,0.0489069,0.0067718610000000005,0.056299999999999996
2005-03-31,0.0297,0.0213719047619048,0.0008,0.0498736,0.0066631623809523775,0.0581
2005-04-30,0.030899999999999997,0.021372380952381,0.0008,0.0494336,0.0067295219047619,0.0575
2005-05-31,0.0322,0.0212563636363636,0.0008,0.048937499999999995,0.006706621499999998,0.056799999999999996
2005-06-30,0.0338,0.0211104545454545,0.000899999999999999,0.0484144,0.00672201227272727,0.056600000000000004
2005-07-31,0.035699999999999996,0.021194285714285704,0.000899999999999999,0.0465794,0.0066627638095238095,0.0565
2005-08-31,0.0377,0.021324782608695702,0.000899999999999999,0.045946499999999994,0.00675881090909091,0.0562
2005-09-30,0.0387,0.021391363636363597,0.000899999999999999,0.045968600000000005,0.00674919636363636,0.0562
2005-10-31,0.041299999999999996,0.0219661904761905,0.000899999999999999,0.045870100000000004,0.00722154380952381,0.056299999999999996
2005-11-30,0.0431,0.0236086363636364,0.000899999999999999,0.0461847,0.008655520909090908,0.056299999999999996
2005-12-31,0.044500000000000005,0.024728571428571402,0.001,0.046373199999999996,0.009330752,0.056299999999999996
2006-01-31,0.045599999999999995,0.0251168181818182,0.001035999999999999,0.04603680000000001,0.00924489476190476,0.056299999999999996
2006-02-28,0.0472,0.026003500000000002,0.0011,0.045819900000000004,0.009967605000000001,0.056100000000000004
2006-03-31,0.048799999999999996,0.027226086956521702,0.001255,0.0458741,0.0111319943478261,0.056100000000000004
2006-04-30,0.050300000000000004,0.027937777777777797,0.0014000000000000002,0.046296,0.0117550216666667,0.056900000000000006
2006-05-31,0.051500000000000004,0.02889,0.0027,0.047015,0.0130199257142857,0.0587
2006-06-30,0.0535,0.0298568181818182,0.003499999999999999,0.047349800000000004,0.013727075714285698,0.0596
2006-07-31,0.0546,0.031021904761904803,0.0044,0.04733219999999999,0.014276952857142899,0.0605
2006-08-31,0.0538,0.0322647826086957,0.004319999999999999,0.0494425,0.015230886363636396,0.061900000000000004
2006-09-30,0.053399999999999996,0.0333538095238095,0.004359999999999999,0.0502501,0.01643369,0.0621
2006-10-31,0.0533,0.035019999999999996,0.00447,0.0513176,0.0174738009090909,0.06280000000000001
2006-11-30,0.053200000000000004,0.0359718181818182,0.00502,0.0522544,0.018059617272727296,0.0637
2006-12-31,0.053200000000000004,0.036842105263157905,0.0054,0.0529167,0.019084078235294094,0.0639
2007-01-31,0.053200000000000004,0.03751863636363641,0.0054,0.0548623,0.0205046923809524,0.0643
2007-02-28,0.053099999999999994,0.038182,0.0066,0.055657,0.0211132155,0.0637
2007-03-31,0.053,0.0389090909090909,0.0066,0.0554946,0.021598747727272702,0.0643
2007-04-30,0.053099999999999994,0.0397526315789474,0.006500000000000001,0.0564899,0.022238667368421096,0.06480000000000001
2007-05-31,0.053099999999999994,0.04071363636363641,0.0067,0.0576742,0.0231683825,0.0637
2007-06-30,0.0533,0.04147761904761911,0.007299999999999998,0.0588018,0.0244371828571429,0.0642
2007-07-31,0.053200000000000004,0.042161818181818196,0.0077,0.0602396,0.026117274090909103,0.0647
2007-08-31,0.054900000000000004,0.045436086956521696,0.008399999999999998,0.0641946,0.026067207272727298,0.0675
2007-09-30,0.0546,0.047417,0.008499999999999999,0.0664694,0.0249345425,0.0694
2007-10-31,0.0508,0.04687391304347829,0.008499999999999999,0.06270139999999999,0.024567012608695697,0.0691
2007-11-30,0.049699999999999994,0.0463854545454545,0.0087,0.06408580000000001,0.022950433181818202,0.07150000000000001
2007-12-31,0.050199999999999995,0.04848368421052631,0.008599999999999998,0.0635943,0.0234431588235294,0.0729
2008-01-31,0.0384,0.0448154545454545,0.008499999999999999,0.0565965,0.0228750271428571,0.0718
2008-02-29,0.030600000000000002,0.0436209523809524,0.008499999999999999,0.0564202,0.024174568095238103,0.07690000000000001
2008-03-31,0.0279,0.0459636842105263,0.008399999999999998,0.05899290000000001,0.022881289473684202,0.079
2008-04-30,0.0285,0.047835,0.008399999999999998,0.059188099999999993,0.0218122622727273,0.0784
2008-05-31,0.026600000000000002,0.0485738095238095,0.008399999999999998,0.0582639,0.020428156000000003,0.0775
2008-06-30,0.0276,0.04940523809523809,0.008599999999999998,0.0592944,0.021437270952381,0.0781
2008-07-31,0.0279,0.04961,0.008499999999999999,0.058322000000000006,0.0220689582608696,0.0775
2008-08-31,0.0279,0.04965190476190481,0.008499999999999999,0.0576619,0.021833859,0.0731
2008-09-30,0.0359,0.050191818181818205,0.0087,0.059106,0.02124653,0.0727
2008-10-31,0.0432,0.0511308695652174,0.0089,0.0613304,0.014107911818181796,0.0603
2008-11-30,0.0236,0.042383,0.0088,0.0444684,0.00700317846153846,0.047599999999999996
2008-12-31,0.0177,0.03292619047619049,0.007399999999999999,0.0317247,0.001075305,0.043899999999999995
2009-01-31,0.0102,0.0245652380952381,0.007199999999999999,0.023427600000000003,0.000938756999999998,0.0374
2009-02-28,0.0116,0.0194305,0.007099999999999999,0.0209038,0.0011000294444444391,0.0316
2009-03-31,0.010700000000000001,0.0163545454545455,0.006500000000000001,0.0183139,0.001130130476190479,0.0316
2009-04-30,0.0089,0.014223,0.005999999999999998,0.0153413,0.000902461818181817,0.031
2009-05-31,0.005699999999999999,0.012817,0.005699999999999999,0.0135795,0.0009127805882352941,0.0313
2009-06-30,0.0039000000000000003,0.0122790909090909,0.005600000000000001,0.012411700000000001,0.0008713052631578951,0.0325
2009-07-31,0.0034999999999999996,0.009749565217391308,0.0055000000000000005,0.0100113,0.0007178456521739119,0.031400000000000004
2009-08-31,0.003,0.00860476190476191,0.0054,0.007736899999999999,0.000738368095238094,0.033
2009-09-30,0.0025,0.007720909090909091,0.0054,0.006056000000000001,0.000734003809523809,0.0337
2009-10-31,0.0024,0.0073750000000000005,0.0053,0.005708699999999999,0.0008500333333333331,0.0378
2009-11-30,0.0021,0.007161904761904759,0.0051,0.0060936,0.001185357857142858,0.0395
2009-12-31,0.0022,0.00712045454545454,0.0046,0.0060541,0.001156199090909089,0.041299999999999996
2010-01-31,0.002,0.006797499999999999,0.0045000000000000005,0.0061265,0.000903593999999998,0.042
2010-02-28,0.0019,0.006617,0.0044,0.006331,0.0009874325,0.0416
2010-03-31,0.0023,0.0064495652173912985,0.004299999999999999,0.0064549,0.0009577772727272731,0.0433
2010-04-30,0.003,0.0064470000000000005,0.004,0.006559199999999999,0.0008794349999999989,0.0455
2010-05-31,0.0045000000000000005,0.006865238095238099,0.0039000000000000003,0.006971300000000001,0.0008190975,0.0481
2010-06-30,0.0052,0.00727590909090909,0.0038,0.0072838999999999985,0.0011774075,0.0489
2010-07-31,0.0040999999999999995,0.00848818181818182,0.003699999999999999,0.007360299999999999,0.0018285119047619,0.0484
2010-08-31,0.0032,0.008954999999999998,0.0035999999999999986,0.0073295999999999995,0.0020656935,0.047400000000000005
2010-09-30,0.0028000000000000004,0.008805,0.0035999999999999986,0.007285899999999999,0.002138120952380949,0.0482
2010-10-31,0.0027,0.00997666666666667,0.0034000000000000002,0.007383999999999999,0.0024791774999999992,0.0481
2010-11-30,0.0027,0.010420454545454498,0.0034000000000000002,0.007390099999999999,0.0018600105,0.050199999999999995
2010-12-31,0.003,0.0102169565217391,0.0034000000000000002,0.0074962,0.001913681111111109,0.050300000000000004
2011-01-31,0.0029,0.010172380952380999,0.0034000000000000002,0.0076866,0.001508101904761899,0.0496
2011-02-28,0.0028000000000000004,0.0108675,0.0034000000000000002,0.0079962,0.0013954274999999992,0.0492
2011-03-31,0.0028000000000000004,0.0117552173913043,0.0033615,0.008091300000000001,0.0015512417391304282,0.0492
2011-04-30,0.0023,0.0132121052631579,0.003328599999999999,0.008209600000000001,0.00139454111111111,0.049
2011-05-31,0.0021,0.0142509090909091,0.0033213999999999987,0.0082344,0.0011944986363636402,0.05
2011-06-30,0.0022,0.014885909090909099,0.0033213999999999987,0.0082512,0.0010205965,0.0499
2011-07-31,0.0024,0.015976190476190498,0.0033213999999999987,0.008288999999999998,0.000909554761904761,0.0496
2011-08-31,0.0029,0.015520869565217399,0.003285699999999999,0.008578200000000001,-0.000675967999999999,0.048600000000000004
2011-09-30,0.0033,0.015364545454545499,0.0032929,0.009181,-0.000610702727272727,0.0481
2011-10-31,0.0037,0.0157585714285714,0.0032929,0.0096991,-0.000933598947368421,0.0473
2011-11-30,0.0040999999999999995,0.014846818181818202,0.0032929,0.010118199999999999,-0.000653186999999999,0.0462
2011-12-31,0.0049,0.0142609523809524,0.0032929,0.0106148,0.0008,0.0451
2012-01-31,0.004,0.0122222727272727,0.0033077000000000002,0.0108709,0.000402932857142856,0.0441
2012-02-29,0.003,0.010482857142857101,0.0033166999999999992,0.010724899999999999,0.000178765,0.0437
2012-03-31,0.0029,0.00858454545454546,0.0033166999999999992,0.010375700000000002,0.000512992499999999,0.0444
2012-04-30,0.0029,0.007443157894736842,0.0033166999999999992,0.0101792,0.00013698833333333302,0.042
2012-05-31,0.0029,0.0068490909090909114,0.0033166999999999992,0.010049999999999998,-0.000154980555555556,0.0366
2012-06-30,0.0032,0.006588571428571429,0.0033455,0.009497799999999999,-0.0005731105882352941,0.0349
2012-07-31,0.003,0.0049704545454545505,0.0032727,0.0081735,-0.001733950666666669,0.0355
2012-08-31,0.0026,0.0033239130434782587,0.0032727,0.007048100000000001,-0.002072306666666668,0.0362
2012-09-30,0.0024,0.002462999999999999,0.0032727,0.006480299999999999,-0.00150658058823529,0.0349
2012-10-31,0.0023,0.00207913043478261,0.003263599999999999,0.0054397,-0.0006339775,0.0316
2012-11-30,0.0023,0.00192,0.0031818000000000003,0.0052451999999999985,-0.00144987368421053,0.032400000000000005
2012-12-31,0.0024,0.0018547368421052601,0.0030818,0.005184800000000001,-0.0005134299999999991,0.0311
2013-01-31,0.0023,0.00204909090909091,0.0029181999999999993,0.005122799999999999,-0.001080856,0.03
2013-02-28,0.0022,0.002233499999999999,0.0026908999999999987,0.0050988,-0.000634238666666667,0.0294
2013-03-31,0.0021,0.0020605000000000003,0.0025,0.0050688,-0.000596407368421053,0.0305
2013-04-30,0.002,0.002089047619047619,0.002281799999999999,0.005055699999999999,-0.000647253333333333,0.0302
2013-05-31,0.002,0.00201227272727273,0.002281799999999999,0.0050563000000000006,-0.0005881175,0.0282
2013-06-30,0.0019,0.002102499999999999,0.002281799999999999,0.0050793999999999995,-0.000602111052631578,0.027999999999999997
2013-07-31,0.0014000000000000002,0.00221434782608696,0.00228,0.0050944,-0.000558058260869565,0.0276
2013-08-31,0.0012,0.002258636363636359,0.00228,0.005126199999999998,-0.0006065045000000001,0.026000000000000002
2013-09-30,0.0011,0.00223238095238095,0.00228,0.0051688,-0.000511073157894737,0.0258
2013-10-31,0.0012,0.00225826086956522,0.00221,0.0051663,0.000159292,0.0258
2013-11-30,0.0012,0.002233809523809519,0.0022,0.0052344,-0.00016954055555555602,0.0258
2013-12-31,0.0014000000000000002,0.002735,0.0022,0.005247399999999998,0.00017434916666666598,0.026000000000000002
2014-01-31,0.0012,0.00292045454545455,0.0022,0.0052093,-0.000433243999999999,0.0262
2014-02-28,0.0013,0.0028810000000000003,0.002119999999999999,0.005215300000000001,-0.00047966750000000004,0.0263
2014-03-31,0.0012,0.00305333333333333,0.002119999999999999,0.0052156999999999985,-0.000400058571428571,0.0265
2014-04-30,0.0012,0.0032974999999999988,0.002119999999999999,0.0052664999999999995,-0.000292094,0.0268
2014-05-31,0.0011,0.003245714285714289,0.002099999999999999,0.005274399999999999,-0.0003160255,0.0269
2014-06-30,0.0011,0.002414285714285709,0.002099999999999999,0.005439399999999999,-0.000124409999999999,0.027000000000000003
2014-07-31,0.0013,0.002050434782608699,0.002099999999999999,0.0055641,0.000333333333333332,0.0265
2014-08-31,0.0013,0.0019157142857142901,0.002099999999999999,0.005611899999999999,0.00037999999999999905,0.0263
2014-09-30,0.0012,0.0009709090909090911,0.002099999999999999,0.005629100000000001,0.00025,0.026600000000000002
2014-10-31,0.0012,0.000826086956521738,0.00192,0.005583599999999999,0.0004,0.027200000000000002
2014-11-30,0.0013,0.000809,0.0018199999999999991,0.0055628,0.000414285714285713,0.0275
2014-12-31,0.0015,0.000809047619047619,0.001789999999999999,0.0055818000000000005,0.00040234375000000003,0.0275
2015-01-31,0.0016,0.0006266666666666671,0.0017299999999999991,0.005625999999999999,-0.00416666666666667,0.027000000000000003
2015-02-28,0.0015,0.000482,0.0017100000000000001,0.005636299999999999,-0.006750000000000001,0.0236
2015-03-31,0.0014000000000000002,0.000271818181818182,0.0017000000000000001,0.0056435999999999995,-0.00788842625,0.023
2015-04-30,0.0013,4.7000000000000004e-05,0.0017000000000000001,0.005695,-0.00685416666666667,0.0225
2015-05-31,0.0015,-0.00010368421052631599,0.001689999999999999,0.0056798000000000005,-0.0081541675,0.0215
2015-06-30,0.0018,-0.000139090909090909,0.001689999999999999,0.0057188000000000004,-0.00767575833333333,0.0215
2015-07-31,0.0019,-0.000187391304347826,0.001689999999999999,0.005808399999999999,-0.007443055,0.021400000000000002
2015-08-31,0.0026,-0.00027666666666666703,0.001689999999999999,0.005867,-0.0078125,0.021400000000000002
2015-09-30,0.0027,-0.000370454545454546,0.001689999999999999,0.005857599999999999,-0.007561761666666669,0.0217
2015-10-31,0.0025,-0.000535909090909091,0.001689999999999999,0.0058006,-0.00845,0.0215
2015-11-30,0.003,-0.0008761904761904759,0.001689999999999999,0.0057371,-0.0068083300000000005,0.0222
2015-12-31,0.0054,-0.00126318181818182,0.001689999999999999,0.0058277,-0.0074021383333333305,0.023399999999999997
2016-01-31,0.005699999999999999,-0.0014615000000000001,0.001689999999999999,0.005897599999999999,-0.00745873,0.023
2016-02-29,0.0054,-0.00183571428571429,0.00098,0.005907299999999999,-0.008886363999999999,0.022799999999999997
2016-03-31,0.0055000000000000005,-0.002285238095238099,0.00098,0.005882500000000001,-0.007741670000000001,0.0231
2016-04-30,0.0055000000000000005,-0.002491904761904759,0.000599999999999999,0.005888999999999998,-0.007468749999999999,0.0226
2016-05-31,0.005699999999999999,-0.002571818181818179,0.000599999999999999,0.005892899999999999,-0.00765375,0.02
2016-06-30,0.0055000000000000005,-0.0026790909090909087,0.0005899999999999989,0.005746799999999999,-0.007186449999999999,0.0199
2016-07-31,0.0062,-0.0029452380952380893,0.000579999999999998,0.005135999999999999,-0.0077,0.019299999999999998
2016-08-31,0.0073,-0.002982173913043479,0.000579999999999998,0.004061299999999999,-0.0075,0.0176
2016-09-30,0.0075,-0.003016363636363639,0.000559999999999998,0.0037906999999999993,-0.0075,0.0173
2016-10-31,0.0072,-0.00309,0.000559999999999998,0.003975,-0.0075,0.0174
2016-11-30,0.0070999999999999995,-0.0031268181818181803,0.000559999999999998,0.0039773,-0.0076,0.0176
2016-12-31,0.0087,-0.00315761904761905,0.000559999999999998,0.003722599999999999,-0.008,0.0178
2017-01-31,0.009000000000000001,-0.00325545454545455,0.000559999999999998,0.0036209999999999992,-0.009300000000000001,0.0178
2017-02-28,0.0087,-0.003286,0.000559999999999998,0.0035674,-0.00803778166666667,0.0178
2017-03-31,0.0098,-0.003293478260869569,0.000559999999999998,0.003456699999999999,-0.00815,0.0179
2017-04-30,0.0103,-0.00330388888888889,0.000559999999999998,0.003351299999999999,-0.007901190999999998,0.0177
2017-05-31,0.0105,-0.00329454545454545,0.000559999999999998,0.003108099999999999,-0.008977082499999999,0.0173
2017-06-30,0.0116,-0.0033,0.000559999999999998,0.0029441999999999992,-0.00775,0.0172
2017-07-31,0.012199999999999999,-0.00330428571428571,0.000749999999999999,0.0029310000000000004,-0.008058333333333329,0.017
2017-08-31,0.0125,-0.0032908695652173903,0.000559999999999998,0.0028119,-0.00815,0.017
2017-09-30,0.0125,-0.00329380952380952,0.000559999999999998,0.0030911,-0.0084525,0.0172
2017-10-31,0.0126,-0.0032954545454545493,0.00063,0.0038186999999999987,-0.00925185222222222,0.017
2017-11-30,0.0132,-0.003289999999999999,0.00063,0.005185699999999999,-0.009066421666666668,0.0172
2017-12-31,0.0154,-0.0032789473684210492,0.00063,0.0051871,-0.008643055555555558,0.0177
2018-01-31,0.0163,-0.00328454545454546,0.00068,0.005224999999999999,-0.0087154745,0.0179
2018-02-28,0.0178,-0.003285,0.00068,0.005468300000000001,-0.008715625,0.0177
2018-03-31,0.0208,-0.0032790476190476194,0.0009699999999999991,0.0062841999999999985,-0.007952407500000001,0.019299999999999998
2018-04-30,0.022000000000000002,-0.0032845,0.0009699999999999991,0.0075629,-0.0080023515,0.0206
2018-05-31,0.0216,-0.003252272727272729,0.00078,0.006435499999999999,-0.007861774999999998,0.0196
2018-06-30,0.0219,-0.003220476190476189,0.00078,0.006386800000000001,-0.007904771428571428,0.0207
2018-07-31,0.0217,-0.003207272727272729,0.000909999999999999,0.007461899999999999,-0.00780435909090909,0.0202
2018-08-31,0.0219,-0.00319,0.000909999999999999,0.008051899999999999,-0.00777280909090909,0.0196
2018-09-30,0.022400000000000003,-0.0031885000000000004,0.0005,0.0080093,-0.007802838888888891,0.019299999999999998
2018-10-31,0.023700000000000002,-0.0031769565217391288,0.0005,0.008061800000000001,-0.00831076428571429,0.019299999999999998
2018-11-30,0.0256,-0.0031636363636363602,0.0005,0.008748299999999997,-0.00815,0.0194
2018-12-31,0.0269,-0.00311894736842105,0.0005,0.009044400000000001,-0.0077599999999999995,0.0202
2019-01-31,0.0259,-0.00308,0.000299999999999999,0.0091822,-0.008135035555555559,0.0207
2019-02-28,0.024900000000000002,-0.0030845,0.000299999999999999,0.008759799999999998,-0.007686175714285709,0.0196
2019-03-31,0.0248,-0.00309190476190476,0.0005,0.008399999999999998,-0.007565752222222219,0.0183
2019-04-30,0.024700000000000003,-0.0031045,0.0005,0.008199999999999999,-0.007475000000000001,0.0168
2019-05-31,0.024399999999999998,-0.00311863636363636,0.00049,0.008,-0.007752624999999998,0.0154
2019-06-30,0.023,-0.0032890000000000003,0.00049,0.0078000000000000005,-0.007805549999999999,0.0129
2019-07-31,0.0222,-0.0036486956521739077,0.00049,0.0077,-0.008399999999999998,0.0111
2019-08-31,0.0206,-0.004076818181818179,8.9999999999999e-05,0.0076,-0.008074999999999999,0.0098
2019-09-30,0.0203,-0.0041757142857142895,8.9999999999999e-05,0.0077,-0.0079125,0.0098
2019-10-31,0.018799999999999997,-0.0041286956521739086,8.9999999999999e-05,0.0078000000000000005,-0.00756590909090909,0.0088
2019-11-30,0.0177,-0.004012857142857139,0.000179999999999999,0.0079,-0.007056433333333329,0.0091
2019-12-31,0.0176,-0.003947,0.00021,0.0079,-0.007366666666666671,0.009000000000000001
2020-01-31,0.0165,-0.00391136363636364,0.00021,0.007399999999999999,-0.0074875,0.0089
2020-02-29,0.0159,-0.004088499999999998,0.00021,0.0075,-0.007164475,0.0089
2020-03-31,0.013500000000000002,-0.00416636363636364,6e-05,0.0053,-0.006750000000000001,0.0053
2020-04-30,,-0.0025405,-0.00039,0.006500000000000001,-0.006245833333333329,0.0017000000000000001
2020-05-31,0.0017000000000000001,-0.0027195,-0.00042,0.0033,-0.006633488888888889,0.001
2020-06-30,0.002,-0.00376,-0.00042,0.0019,-0.006658145,0.001
2020-07-31,0.0018,-0.00444130434782609,-0.00065,0.001,-0.006907134782608699,0.001
2020-08-31,0.0015,-0.004797142857142859,-0.00065,0.0007000000000000001,-0.007068071428571429,0.001
2020-09-30,0.0013,-0.004913636363636358,-0.00055,0.0006,-0.007087140909090909,0.0009
2020-10-31,0.0012,-0.00509136363636364,-0.00055,0.0005,-0.00698181818181818,0.0007000000000000001
2020-11-30,0.0016,-0.005208571428571429,-0.00055,0.0004,-0.007299999999999998,0.0002
2020-12-31,0.0017000000000000001,-0.00538090909090909,-0.00055,0.0003,-0.007427272727272729,0.0002
2021-01-31,0.0014000000000000002,-0.005471500000000001,-0.00055,0.0003,-0.007298379999999998,0.0001
2021-02-28,0.0011,-0.005411,-0.00055,0.0005,-0.007324239999999998,0.0001
2021-03-31,0.001,-0.005390869565217389,-0.00065,0.0008,-0.007299999999999998,0.0003
2021-04-30,0.0011,-0.0053815,-0.00065,0.0009,-0.007285415,0.0004
2021-05-31,0.001,-0.005400952380952379,-0.00065,0.0008,-0.007352210526315789,0.0004
2021-06-30,0.0009,-0.00542909090909091,-0.000719999999999999,0.0008,-0.00737727272727273,0.0003
2021-07-31,0.001,-0.005448181818181819,-0.000719999999999999,0.0008,-0.007361363636363641,0.0002
2021-08-31,0.001,-0.00547590909090909,-0.000719999999999999,0.0007000000000000001,-0.0073818181818181795,0.0001
2021-09-30,0.001,-0.00545045454545454,-0.000719999999999999,0.0007000000000000001,-0.008199999999999999,0.0001
2021-10-31,0.0011,-0.0054980952380952386,-0.000719999999999999,0.0016,-0.00726692380952381,0.0004
2021-11-30,0.0014000000000000002,-0.005673636363636358,-0.000719999999999999,0.0013,-0.006939609090909089,0.0004
2021-12-31,0.0017000000000000001,-0.005819565217391301,-0.00049,0.0016,-0.0071745652173912985,0.0006
2022-01-31,0.0022,-0.005601428571428571,-0.00049,0.0053,-0.00714190952380952,0.0007000000000000001
2022-02-28,0.0038,-0.005315000000499999,-0.00049,0.008100000000000001,-0.006847919999999999,0.0007000000000000001
2022-03-31,0.0073,-0.00495434782608696,-0.00049,0.009899999999999999,-0.006821743478260869,0.0017000000000000001
2022-04-30,0.0091,-0.00447894736842105,-0.00049,0.0113,-0.006724999999999998,0.0040999999999999995
2022-05-31,0.013300000000000001,-0.003857272727272729,-0.00049,0.0131,-0.00685,0.01
2022-06-30,0.0187,-0.002392272727272729,5e-05,0.015700000000000002,-0.00508571428571429,0.016
2022-07-31,0.025,0.000366190476190476,-0.00031,0.0184,-0.0011,0.0207
2022-08-31,0.0276,0.00394739130434783,-0.0002,0.0223,-0.00024545454545454404,0.0231
2022-09-30,0.0321,0.010108636363636401,-0.00016,0.0291,0.001474999999999999,0.0276
2022-10-31,0.0385,0.014276666666666694,-0.00016,0.0339,0.0052875000000000005,0.029500000000000002
2022-11-30,0.0446,0.0182522727272727,-0.00016,0.0352,0.0054,0.030600000000000002
2022-12-31,0.0451,0.0206347619047619,-0.000149999999999999,0.0378,0.007363490476190479,0.0317
2023-01-31,0.0461,0.0234486363636364,-6e-05,0.0401,0.00986904761904762,0.0332
2023-02-28,0.047400000000000005,0.026403500000000003,1e-05,0.0421,0.01,0.0346
2023-03-31,0.049100000000000005,0.029105652173913102,-8e-05,0.0433,0.013638226086956496,0.0364
2023-04-30,0.050300000000000004,0.03167,-1e-05,0.0452,0.014499999999999999,0.0366
2023-05-31,0.051500000000000004,0.033664347826087,-0.00018999999999999998,0.0473,0.014499999999999999,0.039
2023-06-30,0.052199999999999996,0.035358636363636405,-3e-05,0.0509,0.0159045454545455,0.0425
2023-07-31,0.0535,0.036718095238095196,-3e-05,0.054900000000000004,0.0172,0.043
2023-08-31,0.054400000000000004,0.0378030434782609,-3e-05,0.0553,0.017672727272727295,0.0415
2023-09-30,0.054900000000000004,0.0388004761904762,0.00024,0.0552,0.0177,0.041299999999999996
2023-10-31,0.0546,0.0396763636363636,-0.00012,0.054000000000000006,0.0177,0.0421
2023-11-30,0.0541,0.0397163636363636,0.00024,0.0536,0.0173181818181818,0.0438
2023-12-31,0.053200000000000004,0.039330952380952404,0.000519999999999999,0.052199999999999996,0.016525,0.0435
2024-01-31,0.0526,0.0392527272727273,0.00025,0.052000000000000005,0.016852380952381,0.0435
2024-02-29,0.052199999999999996,0.0392319047619048,0.00027,0.0521,0.017,0.0434
2024-03-31,0.0529,0.039223809523809515,0.00109,0.052000000000000005,0.015,0.0435
2024-04-30,0.0533,0.0388636363636364,0.00109,0.0518,0.015,0.0437
2024-05-31,0.0533,0.038136521739130395,0.0012900000000000001,0.0516,0.015,0.0436
2024-06-30,0.0528,0.037245,0.0014899999999999991,0.0516,0.014269999999999998,0.043899999999999995
2024-07-31,0.053099999999999994,0.0368482608695652,0.00166,0.0509,0.0119347826086957,0.0446
2024-08-31,0.0512,0.0354759090909091,0.00255,0.049100000000000005,0.0106647238095238,0.0438
2024-09-30,0.048600000000000004,0.0343371428571428,0.00256,0.0484,0.010221428571428598,0.044199999999999996
2024-10-31,0.0462,0.031666086956521705,0.00256,0.0475,0.008944926086956519,0.0441
2024-11-30,0.0453,0.030067619047619,0.0036199999999999987,0.046799999999999994,0.008065080952380949,0.044199999999999996
2024-12-31,0.0446,0.0281609090909091,0.00386,0.0464,0.0060075,0.0444
